agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,candidate_id,representation,log_path,aig_path,status,old_adp,structure_family,shared_nodes_or_terms,outputs_covered,expected_benefit,observed_qor,hypothesis,output_grouping,run_id,family,evidence_path,equivalent,sharing_strategy,observed_structure,outcome,families_attempted,candidate_count,equivalent_count,best_candidate,best_adp,current_frontend_adp,reference_adp,verilog_path,evaluate_log_path
integer-agent,integer,ex266,ex266_udiv_bhi2_a4_case_wordmux_synth_preset_d10,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex266/logs/ex266_udiv_bhi2_a4_case_wordmux_synth_preset_d10.yosys.log,ex266_udiv_bhi2_a4_case_wordmux_synth_preset_d10,current b[4:3]/a[4] selector but local word truth cases instead of local bit BDDs,,,,,,,,,,,,,,,,"one shared cofactor word mux, local quotient words emitted together",quotient word by magnitude cofactor,OK,,,,,,,,,
integer-agent,integer,ex266,ex266_udiv_bhi2_a4_case_wordmux_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex266/logs/ex266_udiv_bhi2_a4_case_wordmux_abc_g_aig.yosys.log,ex266_udiv_bhi2_a4_case_wordmux_abc_g_aig,current b[4:3]/a[4] selector but local word truth cases instead of local bit BDDs,,,,,,,,,,,,,,,,"one shared cofactor word mux, local quotient words emitted together",quotient word by magnitude cofactor,OK,,,,,,,,,
integer-agent,integer,ex266,ex266_udiv_divisor_case_const_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex266/logs/ex266_udiv_divisor_case_const_abc_g_aig.yosys.log,ex266_udiv_divisor_case_const_abc_g_aig,divisor-keyed constant quotient arms with power-of-two shortcut arms,,,,,,,,,,,,,,,,shared numerator and divisor decode select a whole quotient word,quotient word by divisor,OK,,,,,,,,,
integer-agent,integer,ex270,ex270_wallace_square_outside_csel5_abc_g_aig_d12,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex270/logs/ex270_wallace_square_outside_csel5_abc_g_aig_d12.yosys.log,ex270_wallace_square_outside_csel5_abc_g_aig_d12,triangular square Wallace outside columns with csel5 final merge,,,,,,,,,,,,,,,,one cross term per symmetric pair and carry-select final word merge,full square word,OK,,,,,,,,,
integer-agent,integer,ex270,ex270_wallace_square_outside_csel5_synth_preset,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex270/logs/ex270_wallace_square_outside_csel5_synth_preset.yosys.log,ex270_wallace_square_outside_csel5_synth_preset,triangular square Wallace outside columns with csel5 final merge,,,,,,,,,,,,,,,,one cross term per symmetric pair and carry-select final word merge,full square word,OK,,,,,,,,,
integer-agent,integer,ex270,ex270_hybrid_bddtop1_synth_preset,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex270/logs/ex270_hybrid_bddtop1_synth_preset.yosys.log,ex270_hybrid_bddtop1_synth_preset,single top output BDD over triangular lower square,,,,,,,,,,,,,,,,arithmetic lower square plus one selected truth-guided high bit,top1 BDD plus lower arithmetic,OK,,,,,,,,,
integer-agent,integer,ex270,ex270_square_highgap_fullrow_csa_csel4_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex270/logs/ex270_square_highgap_fullrow_csa_csel4_abc_g_aig.yosys.log,ex270_square_highgap_fullrow_csa_csel4_abc_g_aig,full-width balanced CSA rows over all square terms,,,,,,,,,,,,,,,,shared square terms accumulated as vectors before csel final merge,full square word,OK,,,,,,,,,
integer-agent,integer,ex273,ex273_hybrid_cmptop4_trunc_synth_preset,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex273/logs/ex273_hybrid_cmptop4_trunc_synth_preset.yosys.log,ex273_hybrid_cmptop4_trunc_synth_preset,top4 comparator/range bits with truncated lower square,,,,,,,,,,,,,,,,selected high output predicates share the truncated lower arithmetic network,top4 comparator plus lower arithmetic,OK,,,,,,,,,
integer-agent,integer,ex273,ex273_hybrid_cmptop4_trunc_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex273/logs/ex273_hybrid_cmptop4_trunc_abc_g_aig.yosys.log,ex273_hybrid_cmptop4_trunc_abc_g_aig,top4 comparator/range bits with truncated lower square,,,,,,,,,,,,,,,,selected high output predicates share the truncated lower arithmetic network,top4 comparator plus lower arithmetic,OK,,,,,,,,,
integer-agent,integer,ex273,ex273_wallace_square_outside_csel8_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex273/logs/ex273_wallace_square_outside_csel8_abc_g_aig.yosys.log,ex273_wallace_square_outside_csel8_abc_g_aig,triangular square Wallace outside columns with csel8 final merge,,,,,,,,,,,,,,,,one cross term per symmetric pair and wide carry-select final word merge,full square word,OK,,,,,,,,,
integer-agent,integer,ex273,ex273_square_highgap_pairadder_tree_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex273/logs/ex273_square_highgap_pairadder_tree_abc_g_aig.yosys.log,ex273_square_highgap_pairadder_tree_abc_g_aig,balanced pairwise adder tree over shifted square terms,,,,,,,,,,,,,,,,all diagonal/cross terms are generated once then merged by a balanced expression tree,full square word,OK,,,,,,,,,
integer-agent,integer,ex274,ex274_hybrid_cmptop2_trunc_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex274/logs/ex274_hybrid_cmptop2_trunc_abc_g_aig.yosys.log,ex274_hybrid_cmptop2_trunc_abc_g_aig,top2 comparator/range bits with truncated lower square,,,,,,,,,,,,,,,,selected high output predicates share the truncated lower arithmetic network,top2 comparator plus lower arithmetic,OK,,,,,,,,,
integer-agent,integer,ex274,ex274_hybrid_cmptop2_trunc_synth_preset,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex274/logs/ex274_hybrid_cmptop2_trunc_synth_preset.yosys.log,ex274_hybrid_cmptop2_trunc_synth_preset,top2 comparator/range bits with truncated lower square,,,,,,,,,,,,,,,,selected high output predicates share the truncated lower arithmetic network,top2 comparator plus lower arithmetic,OK,,,,,,,,,
integer-agent,integer,ex274,ex274_wallace_square_outside_csel6_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex274/logs/ex274_wallace_square_outside_csel6_abc_g_aig.yosys.log,ex274_wallace_square_outside_csel6_abc_g_aig,triangular square Wallace outside columns with csel6 final merge,,,,,,,,,,,,,,,,one cross term per symmetric pair and carry-select final word merge,full square word,OK,,,,,,,,,
integer-agent,integer,ex274,ex274_square_highgap_fullrow_csa_csel8_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex274/logs/ex274_square_highgap_fullrow_csa_csel8_abc_g_aig.yosys.log,ex274_square_highgap_fullrow_csa_csel8_abc_g_aig,full-width balanced CSA rows over all square terms,,,,,,,,,,,,,,,,shared square terms accumulated as vectors before csel final merge,full square word,OK,,,,,,,,,
integer-agent,integer,ex276,ex276_prefix4_ge_tree_lsb_synth_preset,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_synth_preset.yosys.log,ex276_prefix4_ge_tree_lsb_synth_preset,prefix4 local threshold words selected LSB-first,,,,,,,,,,,,,,,,low threshold flags are shared across all output bits inside each high bucket,sqrt word by high prefix bucket,OK,,,,,,,,,
integer-agent,integer,ex276,ex276_prefix4_ge_tree_lsb_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex276/logs/ex276_prefix4_ge_tree_lsb_abc_g_aig.yosys.log,ex276_prefix4_ge_tree_lsb_abc_g_aig,prefix4 local threshold words selected LSB-first,,,,,,,,,,,,,,,,low threshold flags are shared across all output bits inside each high bucket,sqrt word by high prefix bucket,OK,,,,,,,,,
integer-agent,integer,ex276,ex276_mix_p4_p5_p5low2_arith_wreduce_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex276/logs/ex276_mix_p4_p5_p5low2_arith_wreduce_aig.yosys.log,ex276_mix_p4_p5_p5low2_arith_wreduce_aig,prefix4/prefix5 selected low-bit mixed classifier,,,,,,,,,,,,,,,,top bits keep prefix4 sharing while selected low bits use deeper prefix5 cuts,mixed sqrt output bits,OK,,,,,,,,,
integer-agent,integer,ex276,ex276_mix_p4_p5_p5low2_synth_preset,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex276/logs/ex276_mix_p4_p5_p5low2_synth_preset.yosys.log,ex276_mix_p4_p5_p5low2_synth_preset,prefix4/prefix5 selected low-bit mixed classifier,,,,,,,,,,,,,,,,top bits keep prefix4 sharing while selected low bits use deeper prefix5 cuts,mixed sqrt output bits,OK,,,,,,,,,
integer-agent,integer,ex276,ex276_isqrt_highgap_square_threshold_wordtree_abc_g_aig,,,,,,,student/frontend_campaigns/campaigns/ex223_ex299_frontend_parallel_deep_20260614_0943/agent_shards/integer-agent/shared_structure_report.csv,official evaluate.py OK; yosys_log=student/work/ex223_ex299_frontend_parallel_deep_20260614_0943/integer-agent/ex276/logs/ex276_isqrt_highgap_square_threshold_wordtree_abc_g_aig.yosys.log,ex276_isqrt_highgap_square_threshold_wordtree_abc_g_aig,balanced binary threshold tree over candidate squares,,,,,,,,,,,,,,,,whole sqrt word selected by shared square-threshold comparisons,whole sqrt word,OK,,,,,,,,,
