case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex247,float_fp8,fp8-worst-r27,ex247_r27_div_grouped_sigpair_programs_abc_g_and,E5M2FN packed low-over-high division,sigpair programs grouped by identical quotient boundary behavior,shared exponent delta and grouped sigpair quotient programs,ex247|E5M2FN packed low-over-high division|sigpair programs grouped by identical quotient boundary behavior|shared exponent delta and grouped sigpair quotient programs|yosys_abc_g_and_official_evaluate|exact_e5m2fn_div_low_over_high|grouped_quotient_programs|fp8_worst_r27,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/verilog/ex247_r27_div_grouped_sigpair_programs_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/aigs/ex247_r27_div_grouped_sigpair_programs_abc_g_and.aig,1,,450,22,9900,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.965; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex247/logs/ex247_r27_div_grouped_sigpair_programs_abc_g_and.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_threshold_abc_g_aig,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split delta threshold tables,"shared max/min decode, gap0/gap1 predicates, and small selected delta tables","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_gap6_threshold_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_gap6_threshold_abc_g_aig.aig,1,,174,32,5568,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.747; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_threshold_synth_preset_aig,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split delta threshold tables,"shared max/min decode, gap0/gap1 predicates, and small selected delta tables","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_gap6_threshold_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_gap6_threshold_synth_preset_aig.aig,1,,180,33,5940,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.804; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_synth_preset_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_threshold_abc_g_and,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split delta threshold tables,"shared max/min decode, gap0/gap1 predicates, and small selected delta tables","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split delta threshold tables|shared max/min decode, gap0/gap1 predicates, and small selected delta tables|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|gap6_delta_threshold|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_gap6_threshold_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_gap6_threshold_abc_g_and.aig,1,,179,32,5728,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.711; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_threshold_abc_g_and.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_predicate_bits_abc_g_aig,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split selected delta-bit correction predicates,"shared max/min decode, gap predicates, onehot significand class, delta bit predicates","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_gap6_predicate_bits_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_gap6_predicate_bits_abc_g_aig.aig,1,,174,32,5568,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.683; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split selected delta-bit correction predicates,"shared max/min decode, gap predicates, onehot significand class, delta bit predicates","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig.aig,1,,175,33,5775,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.783; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_synth_preset_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_gap6_predicate_bits_abc_g_and,"E5M2FN packed hypot abs(high,low)",6-bit exponent-gap split selected delta-bit correction predicates,"shared max/min decode, gap predicates, onehot significand class, delta bit predicates","ex249|E5M2FN packed hypot abs(high,low)|6-bit exponent-gap split selected delta-bit correction predicates|shared max/min decode, gap predicates, onehot significand class, delta bit predicates|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_delta_bits|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_gap6_predicate_bits_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_gap6_predicate_bits_abc_g_and.aig,1,,178,32,5696,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.672; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_gap6_predicate_bits_abc_g_and.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_small_increment_bits_abc_g_aig,"E5M2FN packed hypot abs(high,low)",selected delta-bit predicates with explicit plus-one/plus-two incrementer,"shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment","ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_abc_g_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_small_increment_bits_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_small_increment_bits_abc_g_aig.aig,1,,175,32,5600,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_aig.evaluate.py.log,official evaluate.py status OK; synth=abc_g_aig; runtime_sec=0.711; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_small_increment_bits_synth_preset_aig,"E5M2FN packed hypot abs(high,low)",selected delta-bit predicates with explicit plus-one/plus-two incrementer,"shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment","ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_synth_preset_aig_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_small_increment_bits_synth_preset_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_small_increment_bits_synth_preset_aig.aig,1,,177,33,5841,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_synth_preset_aig.evaluate.py.log,official evaluate.py status OK; synth=synth_preset_aig; runtime_sec=0.814; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_synth_preset_aig.yosys.log
ex249,float_fp8,fp8-worst-r27,ex249_r27_hypot_small_increment_bits_abc_g_and,"E5M2FN packed hypot abs(high,low)",selected delta-bit predicates with explicit plus-one/plus-two incrementer,"shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment","ex249|E5M2FN packed hypot abs(high,low)|selected delta-bit predicates with explicit plus-one/plus-two incrementer|shared max/min decode, gap predicates, delta bit predicates, and narrow mantissa carry increment|yosys_abc_g_and_official_evaluate|exact_e5m2fn_hypot_abs_high_low|selected_increment_bits|fp8_worst_r27",student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/verilog/ex249_r27_hypot_small_increment_bits_abc_g_and.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/aigs/ex249_r27_hypot_small_increment_bits_abc_g_and.aig,1,,179,32,5728,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_and.evaluate.py.log,official evaluate.py status OK; synth=abc_g_and; runtime_sec=0.722; yosys_log=student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/fp8-worst-r27/ex249/logs/ex249_r27_hypot_small_increment_bits_abc_g_and.yosys.log
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_low_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,low,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|low,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_lane_local_parity_low_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_lane_local_parity_low_abc_g_aig.aig,1,,1128,22,24816,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_low_abc_g_aig.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_low_synth_preset,hamming_weight_preserving_lossy_routing_normalizer,low,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|low,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_lane_local_parity_low_synth_preset.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_lane_local_parity_low_synth_preset.aig,1,,1297,21,27237,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_low_synth_preset.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_middle_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,middle,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|middle,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_lane_local_parity_middle_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_lane_local_parity_middle_abc_g_aig.aig,1,,1319,21,27699,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_middle_abc_g_aig.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_middle_synth_preset,hamming_weight_preserving_lossy_routing_normalizer,middle,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|middle,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_lane_local_parity_middle_synth_preset.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_lane_local_parity_middle_synth_preset.aig,1,,1541,21,32361,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_middle_synth_preset.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_high_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,high,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|abc_g_aig_official_evaluate|exact_lane_local_parity|high,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_lane_local_parity_high_abc_g_aig.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_lane_local_parity_high_abc_g_aig.aig,1,,1077,20,21540,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_high_abc_g_aig.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_lane_local_parity_high_synth_preset,hamming_weight_preserving_lossy_routing_normalizer,high,,ex285|hamming_weight_preserving_lossy_routing_normalizer|local_lane_parity_repair|mod4_lane_parity_one_bit_per_lane|synth_preset_official_evaluate|exact_lane_local_parity|high,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_lane_local_parity_high_synth_preset.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_lane_local_parity_high_synth_preset.aig,1,,1281,21,26901,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_lane_local_parity_high_synth_preset.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits0,hamming_weight_preserving_lossy_routing_normalizer,bits0,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits0,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits0.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits0.aig,1,,929,16,14864,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits0.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits1,hamming_weight_preserving_lossy_routing_normalizer,bits1,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits1,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits1.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits1.aig,1,,943,16,15088,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits1.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits2,hamming_weight_preserving_lossy_routing_normalizer,bits2,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits2,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits2.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits2.aig,1,,970,16,15520,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits2.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits3,hamming_weight_preserving_lossy_routing_normalizer,bits3,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits3,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits3.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits3.aig,1,,911,16,14576,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits3.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits4,hamming_weight_preserving_lossy_routing_normalizer,bits4,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits4,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits4.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits4.aig,1,,895,16,14320,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits4.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits5,hamming_weight_preserving_lossy_routing_normalizer,bits5,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits5,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits5.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits5.aig,1,,908,17,15436,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits5.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits6,hamming_weight_preserving_lossy_routing_normalizer,bits6,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits6,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits6.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits6.aig,1,,907,17,15419,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits6.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits7,hamming_weight_preserving_lossy_routing_normalizer,bits7,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits7,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits7.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits7.aig,1,,915,17,15555,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits7.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits8,hamming_weight_preserving_lossy_routing_normalizer,bits8,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits8,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits8.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits8.aig,1,,908,16,14528,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits8.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits9,hamming_weight_preserving_lossy_routing_normalizer,bits9,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits9,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits9.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits9.aig,1,,1001,17,17017,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits9.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits10,hamming_weight_preserving_lossy_routing_normalizer,bits10,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits10,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits10.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits10.aig,1,,967,17,16439,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits10.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits11,hamming_weight_preserving_lossy_routing_normalizer,bits11,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits11,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits11.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits11.aig,1,,925,16,14800,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits11.evaluate.py.log,official evaluate.py OK
ex285,unknown,unknown-routing-r27,ex285_r27_selective_symcof_bits0_4_8,hamming_weight_preserving_lossy_routing_normalizer,bits0_4_8,,ex285|hamming_weight_preserving_lossy_routing_normalizer|selective_symcof_bit_replacement|current_tree_plus_pruned_two_pair_symcof_bit_cones|abc_g_aig_official_evaluate|exact_selected_output_replacement|bits0_4_8,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/verilog/ex285_r27_selective_symcof_bits0_4_8.v,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/aigs/ex285_r27_selective_symcof_bits0_4_8.aig,1,,1067,16,17072,student/work/ex240_ex299_frontend_gt2_round27_20260613_0619/unknown-routing-r27/ex285/logs/ex285_r27_selective_symcof_bits0_4_8.evaluate.py.log,official evaluate.py OK
