case,domain,agent_id,candidate_id,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,equivalent,simulation_pass,area,delay,adp,evaluate_log,notes
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_split_delta_pred_default_raw,FP8 source predicate/table restructuring,ex249_split_delta_pred + default + raw,split delta table into shared inc1/inc2 predicates,ex249|fp8_source_restructure|ex249_split_delta_pred|split_delta_table_into_shared_inc1_inc2_predicates|default|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/verilog/ex249_split_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/aigs/ex249_ex249_split_delta_pred_default_raw.aig,1,not_run,193,28,5404,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_split_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.abc.log; synth_sec=0.192; abc_sec=0.000; eval_sec=0.438
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area,FP8 source predicate/table restructuring,ex245_selected_mag_function + abc_g_aig + compress2rs_area,selected same/diff table inside one function,ex245|fp8_source_restructure|ex245_selected_mag_function|selected_same_diff_table_inside_one_function|abc_g_aig|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area.aig,1,not_run,686,35,24010,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area.abc.log; synth_sec=1.122; abc_sec=0.181; eval_sec=0.733
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_raw,FP8 source predicate/table restructuring,ex245_selected_mag_function + synth_preset + raw,selected same/diff table inside one function,ex245|fp8_source_restructure|ex245_selected_mag_function|selected_same_diff_table_inside_one_function|synth_preset|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_synth_preset_raw.aig,1,not_run,718,35,25130,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_raw.abc.log; synth_sec=1.467; abc_sec=0.000; eval_sec=0.729
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area,FP8 source predicate/table restructuring,ex245_selected_mag_function + synth_preset + resyn2rs_area,selected same/diff table inside one function,ex245|fp8_source_restructure|ex245_selected_mag_function|selected_same_diff_table_inside_one_function|synth_preset|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area.aig,1,not_run,691,34,23494,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area.abc.log; synth_sec=1.467; abc_sec=0.171; eval_sec=0.737
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_compress2rs_area,FP8 source predicate/table restructuring,ex245_selected_mag_function + synth_preset + compress2rs_area,selected same/diff table inside one function,ex245|fp8_source_restructure|ex245_selected_mag_function|selected_same_diff_table_inside_one_function|synth_preset|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_synth_preset_compress2rs_area.aig,1,not_run,690,37,25530,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_compress2rs_area.abc.log; synth_sec=1.467; abc_sec=0.192; eval_sec=0.730
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_raw,FP8 source predicate/table restructuring,ex245_key_gated_tables + default + raw,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|default|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_default_raw.aig,1,not_run,739,42,31038,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_raw.abc.log; synth_sec=1.044; abc_sec=0.000; eval_sec=0.728
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_resyn2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + default + resyn2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|default|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_default_resyn2rs_area.aig,1,not_run,701,40,28040,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_resyn2rs_area.abc.log; synth_sec=1.044; abc_sec=0.227; eval_sec=0.735
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_default_compress2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + default + compress2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|default|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_default_compress2rs_area.aig,1,not_run,696,43,29928,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_default_compress2rs_area.abc.log; synth_sec=1.044; abc_sec=0.211; eval_sec=0.729
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_raw,FP8 source predicate/table restructuring,ex245_key_gated_tables + extra_share + raw,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|extra_share|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_extra_share_raw.aig,1,not_run,740,42,31080,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_raw.abc.log; synth_sec=1.080; abc_sec=0.000; eval_sec=0.731
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_resyn2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + extra_share + resyn2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|extra_share|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_extra_share_resyn2rs_area.aig,1,not_run,700,40,28000,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_resyn2rs_area.abc.log; synth_sec=1.080; abc_sec=0.206; eval_sec=0.731
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_extra_share_compress2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + extra_share + compress2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|extra_share|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_extra_share_compress2rs_area.aig,1,not_run,694,44,30536,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_extra_share_compress2rs_area.abc.log; synth_sec=1.080; abc_sec=0.174; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_raw,FP8 source predicate/table restructuring,ex245_key_gated_tables + abc_g_aig + raw,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|abc_g_aig|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_abc_g_aig_raw.aig,1,not_run,726,41,29766,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_raw.abc.log; synth_sec=1.045; abc_sec=0.000; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + abc_g_aig + resyn2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|abc_g_aig|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area.aig,1,not_run,707,40,28280,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_resyn2rs_area.abc.log; synth_sec=1.045; abc_sec=0.214; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + abc_g_aig + compress2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|abc_g_aig|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area.aig,1,not_run,698,43,30014,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_abc_g_aig_compress2rs_area.abc.log; synth_sec=1.045; abc_sec=0.186; eval_sec=0.747
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_raw,FP8 source predicate/table restructuring,ex245_key_gated_tables + synth_preset + raw,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|synth_preset|raw|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_synth_preset_raw.aig,1,not_run,725,42,30450,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_raw.abc.log; synth_sec=1.354; abc_sec=0.000; eval_sec=0.728
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + synth_preset + resyn2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|synth_preset|resyn2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area.aig,1,not_run,685,39,26715,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_resyn2rs_area.abc.log; synth_sec=1.354; abc_sec=0.208; eval_sec=0.725
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_key_gated_tables_synth_preset_compress2rs_area,FP8 source predicate/table restructuring,ex245_key_gated_tables + synth_preset + compress2rs_area,gate same/diff table keys when inactive,ex245|fp8_source_restructure|ex245_key_gated_tables|gate_same_diff_table_keys_when_inactive|synth_preset|compress2rs_area|official_evaluate|full_word,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/verilog/ex245_key_gated_tables.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/aigs/ex245_ex245_key_gated_tables_synth_preset_compress2rs_area.aig,1,not_run,677,43,29111,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_key_gated_tables_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_key_gated_tables/logs/ex245_ex245_key_gated_tables_synth_preset_compress2rs_area.abc.log; synth_sec=1.354; abc_sec=0.245; eval_sec=0.735
