agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,log_path,aig_path,old_adp
integer-extra-r2,integer,ex270,ex270_square_wallace_square_outside_csel14_synth_preset_d12,ex270|square_final_carry_variants|wallace_square_outside_csel14|triangular_square_partial_products_with_alternative_final_carry_block_sharing|synth_preset_d12|unsigned_8_square|full_square_word,triangular square partial products with alternative final carry block sharing,official_ok_nonwinning,186,21,3906,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider final carry-select and top-output truncated hybrid square variants; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel14; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_bddtop2_trunc_csel4_abc_g_aig,ex270|square_final_carry_variants|hybrid_bddtop2_trunc_csel4|triangular_square_partial_products_with_alternative_final_carry_block_sharing|abc_g_aig|unsigned_8_square|full_square_word,triangular square partial products with alternative final carry block sharing,official_ok_nonwinning,188,18,3384,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider final carry-select and top-output truncated hybrid square variants; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop2_trunc_csel4; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_bddtop2_trunc_csel4_synth_preset_d12,ex270|square_final_carry_variants|hybrid_bddtop2_trunc_csel4|triangular_square_partial_products_with_alternative_final_carry_block_sharing|synth_preset_d12|unsigned_8_square|full_square_word,triangular square partial products with alternative final carry block sharing,official_ok_nonwinning,185,20,3700,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider final carry-select and top-output truncated hybrid square variants; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop2_trunc_csel4; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_bddtop2_trunc_csel7_abc_g_aig,ex270|square_final_carry_variants|hybrid_bddtop2_trunc_csel7|triangular_square_partial_products_with_alternative_final_carry_block_sharing|abc_g_aig|unsigned_8_square|full_square_word,triangular square partial products with alternative final carry block sharing,official_ok_nonwinning,188,20,3760,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider final carry-select and top-output truncated hybrid square variants; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop2_trunc_csel7; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_bddtop2_trunc_csel7_synth_preset_d12,ex270|square_final_carry_variants|hybrid_bddtop2_trunc_csel7|triangular_square_partial_products_with_alternative_final_carry_block_sharing|synth_preset_d12|unsigned_8_square|full_square_word,triangular square partial products with alternative final carry block sharing,official_ok_nonwinning,186,20,3720,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider final carry-select and top-output truncated hybrid square variants; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop2_trunc_csel7; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_bddtop3_trunc_csel4_abc_g_aig,ex270|square_final_carry_variants|hybrid_bddtop3_trunc_csel4|triangular_square_partial_products_with_alternative_final_carry_block_sharing|abc_g_aig|unsigned_8_square|full_square_word,triangular square partial products with alternative final carry block sharing,official_ok_nonwinning,197,17,3349,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider final carry-select and top-output truncated hybrid square variants; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop3_trunc_csel4; flow=abc_g_aig,,,
integer-extra-r2,integer,ex270,ex270_square_hybrid_bddtop3_trunc_csel4_synth_preset_d12,ex270|square_final_carry_variants|hybrid_bddtop3_trunc_csel4|triangular_square_partial_products_with_alternative_final_carry_block_sharing|synth_preset_d12|unsigned_8_square|full_square_word,triangular square partial products with alternative final carry block sharing,official_ok_nonwinning,194,18,3492,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider final carry-select and top-output truncated hybrid square variants; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 8-bit square x*x over 256 inputs; source=hybrid_bddtop3_trunc_csel4; flow=synth_preset_d12,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel8_abc_g_aig,ex271|square_final_carry_variants|wallace_square_outside_csel8|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,324,29,9396,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel8; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel8_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_outside_csel8|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,324,28,9072,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel10_abc_g_aig,ex271|square_final_carry_variants|wallace_square_outside_csel10|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,320,29,9280,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel10; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel10_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_outside_csel10|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,319,29,9251,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel10; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel12_abc_g_aig,ex271|square_final_carry_variants|wallace_square_outside_csel12|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok,336,24,8064,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel12; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_outside_csel12_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_outside_csel12|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok,332,24,7968,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel12; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_factored_csel8_abc_g_aig,ex271|square_final_carry_variants|wallace_square_factored_csel8|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,306,38,11628,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_factored_csel8; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_factored_csel8_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_factored_csel8|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,303,39,11817,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_factored_csel8; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_counter4x_csel8_abc_g_aig,ex271|square_final_carry_variants|wallace_square_counter4x_csel8|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,372,28,10416,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_counter4x_csel8; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_wallace_square_counter4x_csel8_synth_preset_d16,ex271|square_final_carry_variants|wallace_square_counter4x_csel8|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,370,26,9620,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_counter4x_csel8; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex271,ex271_square_hybrid_bddtop2_trunc_csel7_abc_g_aig,ex271|square_final_carry_variants|hybrid_bddtop2_trunc_csel7|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|abc_g_aig|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,338,25,8450,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=hybrid_bddtop2_trunc_csel7; flow=abc_g_aig,,,
integer-extra-r2,integer,ex271,ex271_square_hybrid_bddtop2_trunc_csel7_synth_preset_d16,ex271|square_final_carry_variants|hybrid_bddtop2_trunc_csel7|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word,triangular square partial products with wider carry-select or counter sharing,official_ok_nonwinning,338,25,8450,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,wider/factored final carry-select square variants beyond current csel4; avoided=not current triangular Wallace csel4 replay; generator_notes=exact unsigned 10-bit square x*x over 1024 inputs; source=hybrid_bddtop2_trunc_csel7; flow=synth_preset_d16,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel10_abc_g_aig,ex272|square_final_carry_variants|wallace_square_outside_csel10|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|abc_g_aig|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,497,36,17892,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel10; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel10_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_outside_csel10|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|synth_preset_d20|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,495,36,17820,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel10; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel12_abc_g_aig,ex272|square_final_carry_variants|wallace_square_outside_csel12|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|abc_g_aig|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,494,38,18772,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel12; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel12_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_outside_csel12|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|synth_preset_d20|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,491,38,18658,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel12; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel14_abc_g_aig,ex272|square_final_carry_variants|wallace_square_outside_csel14|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|abc_g_aig|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok,510,30,15300,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel14; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel14_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_outside_csel14|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|synth_preset_d20|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok,509,30,15270,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel14; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel16_abc_g_aig,ex272|square_final_carry_variants|wallace_square_outside_csel16|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|abc_g_aig|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,512,32,16384,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel16; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_wallace_square_outside_csel16_synth_preset_d20,ex272|square_final_carry_variants|wallace_square_outside_csel16|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|synth_preset_d20|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,507,32,16224,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel16; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_hybrid_bddtop2_trunc_csel10_abc_g_aig,ex272|square_final_carry_variants|hybrid_bddtop2_trunc_csel10|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|abc_g_aig|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,507,35,17745,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=hybrid_bddtop2_trunc_csel10; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_hybrid_bddtop2_trunc_csel10_synth_preset_d20,ex272|square_final_carry_variants|hybrid_bddtop2_trunc_csel10|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|synth_preset_d20|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,502,35,17570,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=hybrid_bddtop2_trunc_csel10; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex272,ex272_square_hybrid_bddtop3_trunc_csel10_abc_g_aig,ex272|square_final_carry_variants|hybrid_bddtop3_trunc_csel10|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|abc_g_aig|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,527,37,19499,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=hybrid_bddtop3_trunc_csel10; flow=abc_g_aig,,,
integer-extra-r2,integer,ex272,ex272_square_hybrid_bddtop3_trunc_csel10_synth_preset_d20,ex272|square_final_carry_variants|hybrid_bddtop3_trunc_csel10|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|synth_preset_d20|unsigned_12_square|full_square_word,triangular square partial products with wider final carry and high-output sharing,official_ok_nonwinning,522,34,17748,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,large-word carry-select and high-output hybrid square variants beyond current csel5; avoided=not current triangular Wallace csel5 replay; generator_notes=exact unsigned 12-bit square x*x over 4096 inputs; source=hybrid_bddtop3_trunc_csel10; flow=synth_preset_d20,,,
integer-extra-r2,integer,ex277,ex277_isqrt_prefix4_ge_tree_lsb_abc_g_aig,ex277|isqrt_shared_trial_classifier|prefix4_ge_tree_lsb|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,273,14,3822,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=prefix4_ge_tree_lsb; flow=abc_g_aig",,,
integer-extra-r2,integer,ex277,ex277_isqrt_prefix4_ge_tree_lsb_synth_preset_d10,ex277|isqrt_shared_trial_classifier|prefix4_ge_tree_lsb|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|synth_preset_d10|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,260,14,3640,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=prefix4_ge_tree_lsb; flow=synth_preset_d10",,,
integer-extra-r2,integer,ex277,ex277_isqrt_supporthi2_p4ge_abc_g_aig,ex277|isqrt_shared_trial_classifier|supporthi2_p4ge|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,273,12,3276,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=supporthi2_p4ge; flow=abc_g_aig",,,
integer-extra-r2,integer,ex277,ex277_isqrt_supporthi2_p4ge_synth_preset_d10,ex277|isqrt_shared_trial_classifier|supporthi2_p4ge|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|synth_preset_d10|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,259,12,3108,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=supporthi2_p4ge; flow=synth_preset_d10",,,
integer-extra-r2,integer,ex277,ex277_isqrt_supporthi3_p4ge_abc_g_aig,ex277|isqrt_shared_trial_classifier|supporthi3_p4ge|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,264,12,3168,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=supporthi3_p4ge; flow=abc_g_aig",,,
integer-extra-r2,integer,ex277,ex277_isqrt_supporthi3_p4ge_synth_preset_d10,ex277|isqrt_shared_trial_classifier|supporthi3_p4ge|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|synth_preset_d10|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,251,13,3263,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=supporthi3_p4ge; flow=synth_preset_d10",,,
integer-extra-r2,integer,ex277,ex277_isqrt_anfhi2_p4ge_abc_g_aig,ex277|isqrt_shared_trial_classifier|anfhi2_p4ge|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,274,12,3288,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=anfhi2_p4ge; flow=abc_g_aig",,,
integer-extra-r2,integer,ex277,ex277_isqrt_anfhi2_p4ge_synth_preset_d10,ex277|isqrt_shared_trial_classifier|anfhi2_p4ge|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|synth_preset_d10|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,254,13,3302,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=anfhi2_p4ge; flow=synth_preset_d10",,,
integer-extra-r2,integer,ex277,ex277_isqrt_anfhi3_p4ge_abc_g_aig,ex277|isqrt_shared_trial_classifier|anfhi3_p4ge|shared_trial_ge_predicates_with_high-output_support/ANF_and_restricted_lowmix_roots|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word,shared trial ge predicates with high-output support/ANF and restricted lowmix roots,official_ok_nonwinning,267,12,3204,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/integer-extra-r2/shared_structure_report.csv,"non-current prefix-4, support-driven, ANF-high, and lowmix sqrt classifiers; avoided=not current cofbdd4 reverse replay; generator_notes=exact unsigned floor isqrt over 4096 inputs; source=anfhi3_p4ge; flow=abc_g_aig",,,
