case,hypothesis,representation_family,sharing_strategy,source,confidence,novelty,expected_gain,status,reason,created_by,created_at
ex216,bf16_cube,semantic exp-delta fields with hand bit14 boundary,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 9306 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex216,bf16_cube,delta-pair source grouping with hand bit14 boundary,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 6266 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex217,bf16_cbrt,semantic exp-delta fields plus explicit exp-mod3 bit0 repair,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 29328 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex217,bf16_cbrt,mode delta-pair with selected bit0 and semantic sign shell,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 10992 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex217,bf16_cbrt,hi4 first-delta source grouping with selected bit0 repair,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 8216 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex218,bf16_reciprocal_cube,mant64 delta-pair grouping with selected sign-path comparator,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 8130 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex218,bf16_reciprocal_cube,field recut with selected sign-path comparator,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 13125 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex218,bf16_reciprocal_cube,positive-domain fields with shared odd sign shell and selected sign repair,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 10426 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex219,bf16_reciprocal_cbrt,guarded reciprocal-cbrt exp-class shell with selected bit6 repair,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 11419 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex219,bf16_reciprocal_cbrt,mode hi4 delta-pair with selected bit6 comparator,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,medium,explore,medium,tested_nonwinning,official OK ADP 12672 did not beat current frontend/reference,sub-bf16-recip-power-r94,2026-06-14
ex219,bf16_reciprocal_cbrt,mant64 delta-pair regrouping with selected bit6 comparator,BF16 special-case shell plus grouped output/source-level selected correction,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94,high,explore,medium,tested_improved,"official evaluate.py OK; frontend ADP improved 9345 to 9212, still above reference 5640",sub-bf16-recip-power-r94,2026-06-14
ex206,bf16_sin,odd_pos_fullword_expflip_h4,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 617849 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex206,bf16_sin,odd_pos_fullword_h4_first,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 591360 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex206,bf16_sin,odd_pos_passthrough_descriptor_h4,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 587620 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex207,bf16_tan,odd_pos_fullword_h4_first,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 657778 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex207,bf16_tan,odd_pos_passthrough_descriptor_h4,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 640122 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex207,bf16_tan,odd_pos_passthrough_descriptor_h5,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 697544 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex208,bf16_sinh,default_in_const_excepts_h4_first,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 34624 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex208,bf16_sinh,default_in_const_excepts_h5_first,reused existing official evaluate.py artifact from this shard,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 40732 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex208,bf16_sinh,default_in_const_excepts_h4_manual_bits_15,default expression in with first-value local exception defaults; hi_bits=4; items=2736; manual bit 15 override hi_bits=4 items=25; official_evaluate_runtime_sec=0.880,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 34576 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex209,bf16_tanh,sign_exp_default_expr_casez_manual_bits_15,range-compressed sign-exp default expression groups=3 exceptions=33680 items=33970; manual formula bits=15; official_evaluate_runtime_sec=0.703,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 10402 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex209,bf16_tanh,default_signed_one_const_excepts_h4,"default expr {sign, 15'h3f80} with exception hi_bits=4 items=32474; official_evaluate_runtime_sec=0.715",frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 14896 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex209,bf16_tanh,default_in_const_excepts_h4_first,default expression in with first-value local exception defaults; hi_bits=4; items=1498; official_evaluate_runtime_sec=0.790,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 10626 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex210,bf16_sigmoid,const_default_3f80_h3_first,constant default 16'h3f80 exceptions hi_bits=3 default_mode=first items=2139; official_evaluate_runtime_sec=0.591,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 36080 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex210,bf16_sigmoid,const_default_fields_3f80_h3,sigmoid sign-constant field default 16'h3f80; hi_bits=3; items=2149; official_evaluate_runtime_sec=0.583,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 33750 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex210,bf16_sigmoid,const_default_fields_3f80_h4,sigmoid sign-constant field default 16'h3f80; hi_bits=4; items=1977; official_evaluate_runtime_sec=0.705,frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-trig-hyp-r94,medium,explore,medium,tested_nonwinning,official OK ADP 39950 did not beat current frontend/reference,sub-bf16-trig-hyp-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 24106 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 38502 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 29160 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 24480 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 24871 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 23792 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 28584 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 23341 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 26370 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 23536 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 23008 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex286,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 26724 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 40536 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 38430 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 35020 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 32976 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 37944 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 38016 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 35207 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 35394 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 35241 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 35037 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 40261 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 38070 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 33136 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex287,selected_output_decision_graph_hybrid,frontend base source plus direct ROBDD selected output roots,Yosys-pruned current frontend source for untouched bits; selected bits use direct decision graph,frontend_bf16_unknown_struct_round94_20260614_0552/sub-unknown-286287-r94,medium,explore,medium,tested_nonwinning,official OK ADP 32800 did not beat current frontend/reference,sub-unknown-286287-r94,2026-06-14
ex204,bf16_log2_arithbase_selected_bit_minimal,round24 arithmetic-base hilo3 with only bit14 truth-derived correction,shared exponent base plus one selected output-bit table,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 26027 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_field_decode_source_cleanup,current source reusing out_sign instead of duplicate bit15 block,same field decode but removes duplicate selected sign-bit block,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 71200 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex204,bf16_log2_arithbase_selected_bit_minimal,round24 arithmetic-base hilo3 with only bit11 truth-derived correction,shared exponent base plus one selected output-bit table,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 25687 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex204,bf16_log2_arithbase_selected_bit_cmp,comparator-run selected-bit correction over arithmetic exponent base,shared exponent base plus comparator-coded selected output bits,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 26248 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex204,bf16_log2_arithbase_selected_bit_cmp,single bit14 comparator-run correction over arithmetic exponent base,shared exponent base plus one comparator-coded selected output bit,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 26078 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex204,bf16_log2_arithbase_selected_bit_cmp,single bit11 comparator-run correction over arithmetic exponent base,shared exponent base plus one comparator-coded selected output bit,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 27486 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_field_decode_bitgroup_recheck,current separate field split with bit15 bh2 under current aig flow,shared sign/exponent/mantissa field decode plus selected sign bit,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 71104 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_field_decode_exp_recut,separate field split with exp_hi4 mant_hi3 and selected sign bit,shared field decode with finer exponent grouping,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 71264 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_field_decode_mant_recut,separate field split with exp_hi3 mant_hi4 and selected sign bit,shared field decode with finer mantissa grouping,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 77418 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_field_decode_cross_recut,separate field split with exp_hi4 mant_hi2 and selected sign bit,shared field decode balancing exponent and mantissa tables,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 77401 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_field_decode_cross_recut,separate field split with exp_hi2 mant_hi4 and selected sign bit,shared field decode balancing exponent and mantissa tables,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 72688 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_selected_sign_cmp,current separate field split with comparator-run selected sign bit,shared field decode plus comparator-coded sign correction,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 71104 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex205,bf16_log10_field_decode_source_cleanup,current source with compact output concatenation,same field decode but simpler final output wiring,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-log-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 71104 did not beat current frontend/reference,sub-bf16-log-tight-r95,2026-06-14
ex214,bf16_reciprocal_square,current default/exception bit13 comparator with case-attribute source recut,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 3707 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex214,bf16_reciprocal_square,same default/exception base with low-delay hi1 selected-bit13 table,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 3740 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex214,bf16_reciprocal_square,default/exception base with paired bit13 plus constant-sign comparator extraction,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 4008 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex214,bf16_reciprocal_square,mant64 delta-pair base with selected bit13 comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 4080 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex214,bf16_reciprocal_square,hilo3 word table recut with selected bit13 comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6684 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex216,bf16_cube,current semantic positive-symmetry field base plus explicit non-NaN sign,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6855 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex216,bf16_cube,current semantic positive-symmetry field base plus selected sign comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6855 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex216,bf16_cube,current semantic positive-symmetry field base plus selected exp bit13 comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6342 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex216,bf16_cube,mant64 hilo3 delta-pair base plus hand cube bit14 boundary,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6972 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex216,bf16_cube,separate-field e4/m3/s3 recut plus hand cube bit14 boundary,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 12630 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex218,bf16_reciprocal_cube,round19 decoded field selector plus selected bit4 table,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6930 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex218,bf16_reciprocal_cube,round19 decoded field selector plus selected bit8 comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6720 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex218,bf16_reciprocal_cube,value-case bit15 sign comparator plus selected bit4 table,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 6930 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex218,bf16_reciprocal_cube,mant64 hilo3 delta-pair base plus selected sign comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 7995 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex218,bf16_reciprocal_cube,separate-field e3/m3/s3 recut plus selected sign comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 13290 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex219,bf16_reciprocal_cbrt,round94 mant64 hilo3 bit6 comparator with case-attribute source recut,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 9212 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex219,bf16_reciprocal_cbrt,mant64 hilo3 delta-pair base with paired bit6 and bit14 comparator extraction,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 11130 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
ex219,bf16_reciprocal_cbrt,mant64 hilo2 delta-pair regrouping with selected bit6 comparator,frontend source-level BF16 field/shared selected-output recut,frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95,medium,explore,medium,tested_nonwinning,official OK ADP 9856 did not beat current frontend/reference,sub-bf16-power-tight-r95,2026-06-14
