case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex283,unknown,unknown-a-agent,ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex283|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/official_eval/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex283.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,
ex283,unknown,unknown-a-agent,ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex283|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/official_eval/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2/ex283.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,
ex284,unknown,unknown-a-agent,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2,ex284|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/official_eval/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2/ex284.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_deg2.evaluate.log,
ex284,unknown,unknown-a-agent,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2,ex284|fixed1_zminus2_filter_variant|full_wrap_low_zero_high_muxcoord_degree2_anf|grouped_coordinate_terms|yosys_default_abc_g_AND_then_aigmap|alternate_boundary_filter_coordinate|grouped_output_quadratic_terms,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/official_eval/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2/ex284.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_wrap_low_zero_high_grouped_direct_deg2.evaluate.log,
ex280,unknown,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,
ex280,unknown,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,
ex280,unknown,unknown-a-agent,ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex280|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/official_eval/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct/ex280.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex280/logs/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,
ex281,unknown,unknown-a-agent,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/official_eval/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary/ex281.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,
ex281,unknown,unknown-a-agent,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/official_eval/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide/ex281.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,
ex281,unknown,unknown-a-agent,ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex281|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/official_eval/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct/ex281.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex281/logs/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,
ex282,unknown,unknown-a-agent,ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/official_eval/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary/ex282.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,
ex282,unknown,unknown-a-agent,ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/official_eval/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide/ex282.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,
ex282,unknown,unknown-a-agent,ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex282|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/official_eval/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct/ex282.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex282/logs/ex282_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,
ex283,unknown,unknown-a-agent,ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/official_eval/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary/ex283.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,
ex283,unknown,unknown-a-agent,ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/official_eval/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide/ex283.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,
ex283,unknown,unknown-a-agent,ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex283|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/official_eval/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct/ex283.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex283/logs/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,
ex284,unknown,unknown-a-agent,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/official_eval/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary/ex284.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_boundary.evaluate.log,
ex284,unknown,unknown-a-agent,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/official_eval/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide/ex284.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_wide.evaluate.log,
ex284,unknown,unknown-a-agent,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct,ex284|quartic_gf2_anf_monomial_sharing|full_clamp_muxcoord_quadratic_linear_form_products|shared_linear_form_products|yosys_default_abc_g_AND_then_aigmap|exact_full_clamp_mux_coordinate_degree2|multi_output_product_xor,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/official_eval/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct/ex284.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex284/logs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_direct.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k4_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f10_k4_onehot_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k4_onehot_global.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k4_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f10_k4_case_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k4_case_global.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k5_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f10_k5_onehot_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f10_k5_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f10_k5_case_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k4_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f00_k4_onehot_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k4_onehot_global.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k4_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f00_k4_case_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k4_case_global.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k5_onehot_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f00_k5_onehot_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,
ex285,unknown,unknown-a-agent,ex285_unknown_symcof_interleave_f00_k5_case_global,ex285|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/official_eval/ex285_unknown_symcof_interleave_f00_k5_case_global/ex285.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex285/logs/ex285_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k4_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f10_k4_onehot_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k4_onehot_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k4_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f10_k4_case_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k4_case_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k5_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f10_k5_onehot_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f10_k5_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f10_k5_case_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k4_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f00_k4_onehot_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k4_onehot_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k4_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f00_k4_case_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k4_case_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k5_onehot_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f00_k5_onehot_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,
ex286,unknown,unknown-a-agent,ex286_unknown_symcof_interleave_f00_k5_case_global,ex286|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/official_eval/ex286_unknown_symcof_interleave_f00_k5_case_global/ex286.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex286/logs/ex286_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k5_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f10_k5_onehot_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k5_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f10_k5_case_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k6_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f10_k6_onehot_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k6_onehot_global.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f10_k6_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f10_k6_case_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f10_k6_case_global.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k5_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f00_k5_onehot_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,
