case,family_id,tool,tool_chain,command,params_json,attempts,equivalent_count,new_pareto_count,timeout_count,failure_count,best_delta_adp,best_delta_area,best_delta_delay,recent_attempts,recent_new_pareto_count,recent_success_rate
ex210,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-2637,-18,-1,1,0,0.000
ex210,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-3102,-49,-1,1,0,0.000
ex210,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-3147,-52,-1,1,0,0.000
ex210,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-2682,-21,-1,1,0,0.000
ex210,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-2952,-39,-1,1,0,0.000
ex210,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-2667,-20,-1,1,0,0.000
ex210,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,1762,464,-2,1,0,0.000
ex210,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex211,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex211,current,abc,abc_compress2,compress2,{},10,10,0,0,0,-88,-8,0,10,0,0.000
ex211,current,abc,abc_compress2rs,compress2rs,{},10,10,0,0,0,0,-22,0,10,0,0.000
ex211,current,abc,abc_dc2,dc2,{},1,1,0,0,0,213,-5,1,1,0,0.000
ex211,current,abc,abc_dc2_dch,dc2_dch,{},10,10,0,0,0,-66,-6,0,10,0,0.000
ex211,current,abc,abc_dch,dch,{},1,1,0,0,0,-55,-5,0,1,0,0.000
ex211,current,abc,abc_dch_bal_rw,dch_bal_rw,{},10,10,0,0,0,-66,-6,0,10,0,0.000
ex211,current,abc,abc_dch_dc2,dch_dc2,{},10,10,0,0,0,-22,-7,0,10,0,0.000
ex211,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex211,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-77,-7,0,1,0,0.000
ex211,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex211,current,abc,abc_resyn2rs,resyn2rs,{},10,10,0,0,0,-242,-22,0,10,0,0.000
ex211,current,abc,abc_resyn3,resyn3,{},10,10,0,0,0,-132,-12,0,10,0,0.000
ex211,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},10,10,0,0,0,440,34,0,10,0,0.000
ex211,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex211,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-88,-8,0,1,0,0.000
ex211,alt01,abc,abc_compress2,compress2,{},16,16,0,0,0,-11,-14,0,16,0,0.000
ex211,alt01,abc,abc_compress2rs,compress2rs,{},16,16,2,0,0,-71,-35,1,16,2,0.125
ex211,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,685,-10,3,1,0,0.000
ex211,alt01,abc,abc_dc2_dch,dc2_dch,{},16,16,0,0,0,-30,-12,0,16,0,0.000
ex211,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-110,-10,0,1,0,0.000
ex211,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},16,16,1,0,0,-250,-10,-1,16,1,0.062
ex211,alt01,abc,abc_dch_dc2,dch_dc2,{},16,16,0,0,0,-70,-14,0,16,0,0.000
ex211,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-88,-8,0,1,0,0.000
ex211,alt01,abc,abc_resyn2,resyn2,{},1,1,1,0,0,-121,-11,0,1,1,1.000
ex211,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-88,-8,0,1,0,0.000
ex211,alt01,abc,abc_resyn2rs,resyn2rs,{},16,16,4,0,0,-363,-33,0,16,4,0.250
ex211,alt01,abc,abc_resyn3,resyn3,{},16,16,0,0,0,-176,-16,0,16,0,0.000
ex211,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},16,16,1,0,0,-225,5,-1,16,1,0.062
ex211,alt01,culs,culs_resyn2,resyn2,{},21,21,0,0,0,-20,-4,0,21,0,0.000
ex211,alt01,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",33,33,0,0,0,-10,-1,0,33,0,0.000
ex211,alt01,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",33,33,2,0,0,-30,-8,0,33,2,0.061
ex211,alt01,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",33,33,2,0,0,-30,-6,0,33,2,0.061
ex211,alt01,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",33,33,3,0,0,-60,-6,0,33,3,0.091
ex211,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex211,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex211,alt02,abc,abc_compress2,compress2,{},4,4,0,0,0,-121,-11,0,4,0,0.000
ex211,alt02,abc,abc_compress2rs,compress2rs,{},4,4,0,0,0,-231,-21,0,4,0,0.000
ex211,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,90,-16,1,1,0,0.000
ex211,alt02,abc,abc_dc2_dch,dc2_dch,{},4,4,0,0,0,11,-16,0,4,0,0.000
ex211,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-165,-15,0,1,0,0.000
ex211,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},4,4,0,0,0,-88,-8,0,4,0,0.000
ex211,alt02,abc,abc_dch_dc2,dch_dc2,{},4,4,0,0,0,-11,-10,0,4,0,0.000
ex211,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-66,-6,0,1,0,0.000
ex211,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-143,-13,0,1,0,0.000
ex211,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-77,-7,0,1,0,0.000
ex211,alt02,abc,abc_resyn2rs,resyn2rs,{},4,4,0,0,0,-220,-20,0,4,0,0.000
ex211,alt02,abc,abc_resyn3,resyn3,{},4,4,0,0,0,-88,-8,0,4,0,0.000
ex211,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},5,5,0,0,0,343,37,-1,5,0,0.000
ex211,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex211,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-24,-2,0,1,0,0.000
ex211,alt03,abc,abc_compress2,compress2,{},2,2,0,0,0,236,-2,1,2,0,0.000
ex211,alt03,abc,abc_compress2rs,compress2rs,{},2,2,0,0,0,224,-22,1,2,0,0.000
ex211,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,220,-4,1,1,0,0.000
ex211,alt03,abc,abc_dc2_dch,dc2_dch,{},2,2,0,0,0,234,-3,1,2,0,0.000
ex211,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-24,-2,0,1,0,0.000
ex211,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},2,2,0,0,0,-22,-2,0,2,0,0.000
ex211,alt03,abc,abc_dch_dc2,dch_dc2,{},2,2,0,0,0,224,-3,1,2,0,0.000
ex211,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-294,-2,-1,1,0,0.000
ex211,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-96,-8,0,1,0,0.000
ex211,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-24,-2,0,1,0,0.000
ex211,alt03,abc,abc_resyn2rs,resyn2rs,{},2,2,0,0,0,-242,-22,0,2,0,0.000
ex211,alt03,abc,abc_resyn3,resyn3,{},2,2,0,0,0,-99,-9,0,2,0,0.000
ex211,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},3,3,0,0,0,396,33,0,3,0,0.000
ex211,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex211,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-33,-3,0,1,0,0.000
ex211,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-165,-15,0,1,0,0.000
ex211,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-176,-16,0,1,0,0.000
ex211,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-55,-5,0,1,0,0.000
ex211,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-132,-12,0,1,0,0.000
ex211,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-55,-5,0,1,0,0.000
ex211,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,-18,30,-1,1,0,0.000
ex211,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex212,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-11,-1,0,1,0,0.000
ex212,current,abc,abc_compress2,compress2,{},7,7,0,0,0,160,-10,1,7,0,0.000
ex212,current,abc,abc_compress2rs,compress2rs,{},7,7,0,0,0,402,-17,2,7,0,0.000
ex212,current,abc,abc_dc2,dc2,{},1,1,0,0,0,209,-6,1,1,0,0.000
ex212,current,abc,abc_dc2_dch,dc2_dch,{},7,7,0,0,0,-99,-9,0,7,0,0.000
ex212,current,abc,abc_dch,dch,{},1,1,0,0,0,-11,-1,0,1,0,0.000
ex212,current,abc,abc_dch_bal_rw,dch_bal_rw,{},7,7,0,0,0,-77,-7,0,7,0,0.000
ex212,current,abc,abc_dch_dc2,dch_dc2,{},7,7,0,0,0,-88,-11,0,7,0,0.000
ex212,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-22,-2,0,1,0,0.000
ex212,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-55,-5,0,1,0,0.000
ex212,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-11,-1,0,1,0,0.000
ex212,current,abc,abc_resyn2rs,resyn2rs,{},7,7,0,0,0,-165,-15,0,7,0,0.000
ex212,current,abc,abc_resyn3,resyn3,{},7,7,0,0,0,-55,-5,0,7,0,0.000
ex212,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},7,7,1,0,0,69,24,-1,7,1,0.143
ex212,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",1,1,0,0,0,0,0,0,1,0,0.000
ex212,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",1,1,0,0,0,750,-3,3,1,0,0.000
ex212,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",1,1,0,0,0,750,-3,3,1,0,0.000
ex212,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",1,1,0,0,0,489,-3,2,1,0,0.000
ex212,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex212,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,0,0,0,1,0,0.000
ex212,alt01,abc,abc_compress2,compress2,{},8,8,0,0,0,-44,-8,0,8,0,0.000
ex212,alt01,abc,abc_compress2rs,compress2rs,{},8,8,0,0,0,393,-24,2,8,0,0.000
ex212,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-33,-3,0,1,0,0.000
ex212,alt01,abc,abc_dc2_dch,dc2_dch,{},8,8,0,0,0,-55,-8,0,8,0,0.000
ex212,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-33,-3,0,1,0,0.000
ex212,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},8,8,0,0,0,-66,-6,0,8,0,0.000
ex212,alt01,abc,abc_dch_dc2,dch_dc2,{},8,8,0,0,0,173,-9,1,8,0,0.000
ex212,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-11,-1,0,1,0,0.000
ex212,alt01,abc,abc_resyn2,resyn2,{},1,1,1,0,0,-77,-7,0,1,1,1.000
ex212,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-22,-2,0,1,0,0.000
ex212,alt01,abc,abc_resyn2rs,resyn2rs,{},8,8,0,0,0,-154,-14,0,8,0,0.000
ex212,alt01,abc,abc_resyn3,resyn3,{},8,8,0,0,0,-77,-7,0,8,0,0.000
ex212,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},8,8,0,0,0,110,28,-1,8,0,0.000
ex212,alt01,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",1,1,0,0,0,0,0,0,1,0,0.000
ex212,alt01,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",1,1,0,0,0,0,0,0,1,0,0.000
ex212,alt01,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",1,1,0,0,0,0,0,0,1,0,0.000
ex212,alt01,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",1,1,0,0,0,0,0,0,1,0,0.000
ex212,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex212,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-22,-2,0,1,0,0.000
ex212,alt02,abc,abc_compress2,compress2,{},7,7,1,0,0,-88,-8,0,7,1,0.143
ex212,alt02,abc,abc_compress2rs,compress2rs,{},7,7,4,0,0,-14,-25,0,7,4,0.571
ex212,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-88,-8,0,1,0,0.000
ex212,alt02,abc,abc_dc2_dch,dc2_dch,{},7,7,3,0,0,-14,-12,0,7,3,0.429
ex212,alt02,abc,abc_dch,dch,{},1,1,0,0,0,0,0,0,1,0,0.000
ex212,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},7,7,1,0,0,-88,-8,0,7,1,0.143
ex212,alt02,abc,abc_dch_dc2,dch_dc2,{},7,7,1,0,0,-55,-12,0,7,1,0.143
ex212,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-33,-3,0,1,0,0.000
ex212,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-121,-11,0,1,0,0.000
ex212,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex212,alt02,abc,abc_resyn2rs,resyn2rs,{},7,7,4,0,0,-436,-22,-1,7,4,0.571
ex212,alt02,abc,abc_resyn3,resyn3,{},7,7,1,0,0,-99,-9,0,7,1,0.143
ex212,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},8,8,0,0,0,374,34,-1,8,0,0.000
ex212,alt02,culs,culs_resyn2,resyn2,{},32,32,6,0,0,-30,-4,0,32,6,0.188
ex212,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",33,33,5,0,0,0,0,0,33,5,0.152
ex212,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",33,33,6,0,0,-11,-3,0,33,6,0.182
ex212,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",33,33,2,0,0,-11,-3,0,33,2,0.061
ex212,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",33,33,6,0,0,-11,-3,0,33,6,0.182
ex212,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex212,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-22,-2,0,1,0,0.000
ex212,alt03,abc,abc_compress2,compress2,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex212,alt03,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,116,-16,1,1,0,0.000
ex212,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,198,-10,1,1,0,0.000
ex212,alt03,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,212,-8,1,1,0,0.000
ex212,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-55,-5,0,1,0,0.000
ex212,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-55,-5,0,1,0,0.000
ex212,alt03,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,236,-6,1,1,0,0.000
ex212,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex212,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-110,-10,0,1,0,0.000
ex212,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex212,alt03,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-154,-14,0,1,0,0.000
ex212,alt03,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-77,-7,0,1,0,0.000
ex212,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,740,17,1,2,0,0.000
ex212,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex212,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-322,-2,-1,1,0,0.000
ex212,alt04,abc,abc_compress2,compress2,{},1,1,0,0,0,562,-2,2,1,0,0.000
ex212,alt04,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,354,-18,2,1,0,0.000
ex212,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,558,-3,2,1,0,0.000
ex212,alt04,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,-22,-2,0,1,0,0.000
ex212,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-366,-6,-1,1,0,0.000
ex212,alt04,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-11,-1,0,1,0,0.000
ex212,alt04,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,575,-1,2,1,0,0.000
ex212,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-322,-2,-1,1,0,0.000
ex212,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-355,-5,-1,1,0,0.000
ex212,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-322,-2,-1,1,0,0.000
ex212,alt04,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-176,-16,0,1,0,0.000
ex212,alt04,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex212,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,19,29,-1,2,0,0.000
ex212,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex213,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-22,-2,0,1,0,0.000
ex213,current,abc,abc_compress2,compress2,{},5,5,0,0,0,-33,-3,0,5,0,0.000
ex213,current,abc,abc_compress2rs,compress2rs,{},5,5,0,0,0,77,-29,1,5,0,0.000
ex213,current,abc,abc_dc2,dc2,{},1,1,0,0,0,262,-7,1,1,0,0.000
ex213,current,abc,abc_dc2_dch,dc2_dch,{},5,5,0,0,0,-77,-7,0,5,0,0.000
ex213,current,abc,abc_dch,dch,{},1,1,0,0,0,-77,-7,0,1,0,0.000
ex213,current,abc,abc_dch_bal_rw,dch_bal_rw,{},5,5,0,0,0,-66,-6,0,5,0,0.000
ex213,current,abc,abc_dch_dc2,dch_dc2,{},5,5,0,0,0,-110,-10,0,5,0,0.000
ex213,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-22,-2,0,1,0,0.000
ex213,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex213,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-55,-5,0,1,0,0.000
ex213,current,abc,abc_resyn2rs,resyn2rs,{},5,5,0,0,0,-220,-20,0,5,0,0.000
ex213,current,abc,abc_resyn3,resyn3,{},5,5,0,0,0,-99,-9,0,5,0,0.000
ex213,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},6,6,0,0,0,56,20,-1,6,0,0.000
ex213,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex213,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex213,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-366,-3,-1,1,0,0.000
ex213,alt02,abc,abc_compress2,compress2,{},13,13,0,0,0,-33,-3,0,13,0,0.000
ex213,alt02,abc,abc_compress2rs,compress2rs,{},13,13,2,0,0,26,-25,1,13,2,0.154
ex213,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-48,-4,0,1,0,0.000
ex213,alt02,abc,abc_dc2_dch,dc2_dch,{},13,13,0,0,0,-77,-7,0,13,0,0.000
ex213,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-410,-7,-1,1,0,0.000
ex213,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},13,13,0,0,0,-88,-8,0,13,0,0.000
ex213,alt02,abc,abc_dch_dc2,dch_dc2,{},13,13,0,0,0,-110,-10,0,13,0,0.000
ex213,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-366,-3,-1,1,0,0.000
ex213,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-399,-6,-1,1,0,0.000
ex213,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-366,-3,-1,1,0,0.000
ex213,alt02,abc,abc_resyn2rs,resyn2rs,{},13,13,2,0,0,-264,-24,0,13,2,0.154
ex213,alt02,abc,abc_resyn3,resyn3,{},13,13,0,0,0,-165,-15,0,13,0,0.000
ex213,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},14,14,1,0,0,74,37,-1,14,1,0.071
ex213,alt02,culs,culs_resyn2,resyn2,{},5,5,0,0,0,0,0,0,5,0,0.000
ex213,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",9,9,0,0,0,0,0,0,9,0,0.000
ex213,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",9,9,0,0,0,0,-5,0,9,0,0.000
ex213,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",9,9,1,0,0,-11,-6,0,9,1,0.111
ex213,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",9,9,1,0,0,-11,-6,0,9,1,0.111
ex213,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex213,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-436,-9,-1,1,0,0.000
ex213,alt03,abc,abc_compress2,compress2,{},14,14,0,0,0,-77,-7,0,14,0,0.000
ex213,alt03,abc,abc_compress2rs,compress2rs,{},14,14,2,0,0,-220,-30,0,14,2,0.143
ex213,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-458,-11,-1,1,0,0.000
ex213,alt03,abc,abc_dc2_dch,dc2_dch,{},14,14,0,0,0,-110,-12,0,14,0,0.000
ex213,alt03,abc,abc_dch,dch,{},1,1,1,0,0,-491,-14,-1,1,1,1.000
ex213,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},14,14,0,0,0,-110,-10,0,14,0,0.000
ex213,alt03,abc,abc_dch_dc2,dch_dc2,{},14,14,0,0,0,-154,-14,0,14,0,0.000
ex213,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-436,-9,-1,1,0,0.000
ex213,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-403,-6,-1,1,0,0.000
ex213,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-403,-6,-1,1,0,0.000
ex213,alt03,abc,abc_resyn2rs,resyn2rs,{},14,14,0,0,0,-242,-22,0,14,0,0.000
ex213,alt03,abc,abc_resyn3,resyn3,{},14,14,0,0,0,-88,-8,0,14,0,0.000
ex213,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},15,15,0,0,0,-73,24,-1,15,0,0.000
ex213,alt03,culs,culs_resyn2,resyn2,{},24,24,16,0,0,-11,-1,0,24,16,0.667
ex213,alt03,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",23,23,1,0,0,0,0,0,23,1,0.043
ex213,alt03,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",23,23,3,0,0,-11,-1,0,23,3,0.130
ex213,alt03,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",23,23,1,0,0,-11,-1,0,23,1,0.043
ex213,alt03,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",23,23,3,0,0,-11,-1,0,23,3,0.130
ex213,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex213,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-39,-3,0,1,0,0.000
ex213,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-362,-2,-1,1,0,0.000
ex213,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-362,-2,-1,1,0,0.000
ex213,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-39,-3,0,1,0,0.000
ex213,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-39,-3,0,1,0,0.000
ex213,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-26,-2,0,1,0,0.000
ex213,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,118,38,-1,1,0,0.000
ex213,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex214,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-33,-3,0,1,0,0.000
ex214,current,abc,abc_compress2,compress2,{},8,8,0,0,0,-33,-3,0,8,0,0.000
ex214,current,abc,abc_compress2rs,compress2rs,{},8,8,0,0,0,46,-27,1,8,0,0.000
ex214,current,abc,abc_dc2,dc2,{},1,1,0,0,0,277,-5,1,1,0,0.000
ex214,current,abc,abc_dc2_dch,dc2_dch,{},8,8,0,0,0,-88,-8,0,8,0,0.000
ex214,current,abc,abc_dch,dch,{},1,1,0,0,0,-77,-7,0,1,0,0.000
ex214,current,abc,abc_dch_bal_rw,dch_bal_rw,{},8,8,0,0,0,-77,-7,0,8,0,0.000
ex214,current,abc,abc_dch_dc2,dch_dc2,{},8,8,0,0,0,-44,-8,0,8,0,0.000
ex214,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-33,-3,0,1,0,0.000
ex214,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-44,-4,0,1,0,0.000
ex214,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-33,-3,0,1,0,0.000
ex214,current,abc,abc_resyn2rs,resyn2rs,{},8,8,0,0,0,-231,-21,0,8,0,0.000
ex214,current,abc,abc_resyn3,resyn3,{},8,8,0,0,0,-132,-12,0,8,0,0.000
ex214,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},8,8,1,0,0,-40,18,-1,8,1,0.125
ex214,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex214,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-66,-6,0,1,0,0.000
ex214,alt01,abc,abc_compress2,compress2,{},12,12,0,0,0,-77,-7,0,12,0,0.000
ex214,alt01,abc,abc_compress2rs,compress2rs,{},12,12,0,0,0,-22,-30,1,12,0,0.000
ex214,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-99,-9,0,1,0,0.000
ex214,alt01,abc,abc_dc2_dch,dc2_dch,{},12,12,0,0,0,-110,-10,0,12,0,0.000
ex214,alt01,abc,abc_dch,dch,{},1,1,0,0,0,-77,-7,0,1,0,0.000
ex214,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},12,12,0,0,0,-99,-9,0,12,0,0.000
ex214,alt01,abc,abc_dch_dc2,dch_dc2,{},12,12,0,0,0,-44,-14,0,12,0,0.000
ex214,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-88,-8,0,1,0,0.000
ex214,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-77,-7,0,1,0,0.000
